  0.00000000E+00 -0.29969787E+01
  0.56853293E-02 -0.29970117E+01
  0.11370659E-01 -0.29971107E+01
  0.17055988E-01 -0.29972759E+01
  0.22741317E-01 -0.29975076E+01
  0.28426647E-01 -0.29978061E+01
  0.34111976E-01 -0.29981720E+01
  0.39797305E-01 -0.29986060E+01
  0.45482635E-01 -0.29991088E+01
  0.51167964E-01 -0.29996816E+01
  0.56853293E-01 -0.30003256E+01
  0.62538623E-01 -0.30010423E+01
  0.68223952E-01 -0.30018334E+01
  0.73909281E-01 -0.30027009E+01
  0.79594611E-01 -0.30036471E+01
  0.85279940E-01 -0.30046746E+01
  0.90965269E-01 -0.30057861E+01
  0.96650599E-01 -0.30069847E+01
  0.10233593E+00 -0.30082738E+01
  0.10802126E+00 -0.30096571E+01
  0.11370659E+00 -0.30111384E+01
  0.11939192E+00 -0.30127217E+01
  0.12507725E+00 -0.30144113E+01
  0.13076257E+00 -0.30162116E+01
  0.13644790E+00 -0.30181270E+01
  0.14213323E+00 -0.30201620E+01
  0.14781856E+00 -0.30223212E+01
  0.15350389E+00 -0.30246091E+01
  0.15918922E+00 -0.30270300E+01
  0.16487455E+00 -0.30295884E+01
  0.17055988E+00 -0.30322882E+01
  0.17624521E+00 -0.30351334E+01
  0.18193054E+00 -0.30381276E+01
  0.18761587E+00 -0.30412742E+01
  0.19330120E+00 -0.30445761E+01
  0.19898653E+00 -0.30480360E+01
  0.20467186E+00 -0.30516562E+01
  0.21035719E+00 -0.30554386E+01
  0.21604251E+00 -0.30593847E+01
  0.22172784E+00 -0.30634958E+01
  0.22741317E+00 -0.30677725E+01
  0.23309850E+00 -0.30722154E+01
  0.23878383E+00 -0.30768243E+01
  0.24446916E+00 -0.30815992E+01
  0.25015449E+00 -0.30865394E+01
  0.25583982E+00 -0.30916442E+01
  0.26152515E+00 -0.30969125E+01
  0.26721048E+00 -0.31023430E+01
  0.27289581E+00 -0.31079343E+01
  0.27858114E+00 -0.31136850E+01
  0.28426647E+00 -0.31195933E+01
  0.28995180E+00 -0.31256575E+01
  0.29563712E+00 -0.31318759E+01
  0.30132245E+00 -0.31382467E+01
  0.30700778E+00 -0.31447681E+01
  0.31269311E+00 -0.31514383E+01
  0.31837844E+00 -0.31582557E+01
  0.32406377E+00 -0.31652185E+01
  0.32974910E+00 -0.31723253E+01
  0.33543443E+00 -0.31795745E+01
  0.34111976E+00 -0.31869648E+01
  0.34680509E+00 -0.31944946E+01
  0.35249042E+00 -0.32021629E+01
  0.35817575E+00 -0.32099684E+01
  0.36386108E+00 -0.32179100E+01
  0.36954641E+00 -0.32259865E+01
  0.37523174E+00 -0.32341971E+01
  0.38091706E+00 -0.32425407E+01
  0.38660239E+00 -0.32510163E+01
  0.39228772E+00 -0.32596229E+01
  0.39797305E+00 -0.32683596E+01
  0.40365838E+00 -0.32772254E+01
  0.40934371E+00 -0.32862191E+01
  0.41502904E+00 -0.32953398E+01
  0.42071437E+00 -0.33045861E+01
  0.42639970E+00 -0.33139568E+01
  0.43208503E+00 -0.33234505E+01
  0.43777036E+00 -0.33330658E+01
  0.44345569E+00 -0.33428010E+01
  0.44914102E+00 -0.33526544E+01
  0.45482635E+00 -0.33626241E+01
  0.46051168E+00 -0.33727081E+01
  0.46619700E+00 -0.33829042E+01
  0.47188233E+00 -0.33932103E+01
  0.47756766E+00 -0.34036237E+01
  0.48325299E+00 -0.34141420E+01
  0.48893832E+00 -0.34247625E+01
  0.49462365E+00 -0.34354824E+01
  0.50030898E+00 -0.34462986E+01
  0.50599431E+00 -0.34572082E+01
  0.51167964E+00 -0.34682081E+01
  0.51736497E+00 -0.34792949E+01
  0.52305030E+00 -0.34904654E+01
  0.52873563E+00 -0.35017162E+01
  0.53442096E+00 -0.35130439E+01
  0.54010629E+00 -0.35244449E+01
  0.54579162E+00 -0.35359159E+01
  0.55147694E+00 -0.35474531E+01
  0.55716227E+00 -0.35590531E+01
  0.56284760E+00 -0.35707124E+01
  0.56853293E+00 -0.35824273E+01
  0.57421826E+00 -0.35941943E+01
  0.57990359E+00 -0.36060098E+01
  0.58558892E+00 -0.36178704E+01
  0.59127425E+00 -0.36297724E+01
  0.59695958E+00 -0.36417124E+01
  0.60264491E+00 -0.36536869E+01
  0.60833024E+00 -0.36656923E+01
  0.61401557E+00 -0.36777253E+01
  0.61970090E+00 -0.36897823E+01
  0.62538623E+00 -0.37018597E+01
  0.63107156E+00 -0.37139542E+01
  0.63675688E+00 -0.37260622E+01
  0.64244221E+00 -0.37381802E+01
  0.64812754E+00 -0.37503045E+01
  0.65381287E+00 -0.37624315E+01
  0.65949820E+00 -0.37745576E+01
  0.66518353E+00 -0.37866791E+01
  0.67086886E+00 -0.37987922E+01
  0.67655419E+00 -0.38108929E+01
  0.68223952E+00 -0.38229774E+01
  0.68792485E+00 -0.38350418E+01
  0.69361018E+00 -0.38470818E+01
  0.69929551E+00 -0.38590934E+01
  0.70498084E+00 -0.38710722E+01
  0.71066617E+00 -0.38830141E+01
  0.71635149E+00 -0.38949146E+01
  0.72203682E+00 -0.39067693E+01
  0.72772215E+00 -0.39185735E+01
  0.73340748E+00 -0.39303228E+01
  0.73909281E+00 -0.39420125E+01
  0.74477814E+00 -0.39536380E+01
  0.75046347E+00 -0.39651945E+01
  0.75614880E+00 -0.39766772E+01
  0.76183413E+00 -0.39880816E+01
  0.76751946E+00 -0.39994028E+01
  0.77320479E+00 -0.40106361E+01
  0.77889012E+00 -0.40217769E+01
  0.78457545E+00 -0.40328206E+01
  0.79026078E+00 -0.40437626E+01
  0.79594611E+00 -0.40545985E+01
  0.80163143E+00 -0.40653238E+01
  0.80731676E+00 -0.40759343E+01
  0.81300209E+00 -0.40864260E+01
  0.81868742E+00 -0.40967946E+01
  0.82437275E+00 -0.41070365E+01
  0.83005808E+00 -0.41171479E+01
  0.83574341E+00 -0.41271253E+01
  0.84142874E+00 -0.41369653E+01
  0.84711407E+00 -0.41466647E+01
  0.85279940E+00 -0.41562205E+01
  0.85848473E+00 -0.41656299E+01
  0.86417006E+00 -0.41748902E+01
  0.86985539E+00 -0.41839991E+01
  0.87554072E+00 -0.41929542E+01
  0.88122605E+00 -0.42017533E+01
  0.88691137E+00 -0.42103946E+01
  0.89259670E+00 -0.42188762E+01
  0.89828203E+00 -0.42271964E+01
  0.90396736E+00 -0.42353536E+01
  0.90965269E+00 -0.42433465E+01
  0.91533802E+00 -0.42511737E+01
  0.92102335E+00 -0.42588338E+01
  0.92670868E+00 -0.42663257E+01
  0.93239401E+00 -0.42736481E+01
  0.93807934E+00 -0.42808000E+01
  0.94376467E+00 -0.42877800E+01
  0.94945000E+00 -0.42945871E+01
  0.95513533E+00 -0.43012201E+01
  0.96082066E+00 -0.43076777E+01
  0.96650599E+00 -0.43139586E+01
  0.97219131E+00 -0.43200615E+01
  0.97787664E+00 -0.43259849E+01
  0.98356197E+00 -0.43317274E+01
  0.98924730E+00 -0.43372872E+01
  0.99493263E+00 -0.43426627E+01
  0.10006180E+01 -0.43478522E+01
  0.10063033E+01 -0.43528537E+01
  0.10119886E+01 -0.43576652E+01
  0.10176739E+01 -0.43622848E+01
  0.10233593E+01 -0.43667103E+01
  0.10290446E+01 -0.43709394E+01
  0.10347299E+01 -0.43749701E+01
  0.10404153E+01 -0.43787999E+01
  0.10461006E+01 -0.43824266E+01
  0.10517859E+01 -0.43858479E+01
  0.10574713E+01 -0.43890615E+01
  0.10631566E+01 -0.43920651E+01
  0.10688419E+01 -0.43948565E+01
  0.10745272E+01 -0.43974335E+01
  0.10802126E+01 -0.43997941E+01
  0.10858979E+01 -0.44019364E+01
  0.10915832E+01 -0.44038584E+01
  0.10972686E+01 -0.44055586E+01
  0.11029539E+01 -0.44070353E+01
  0.11086392E+01 -0.44082872E+01
  0.11143245E+01 -0.44093132E+01
  0.11200099E+01 -0.44101122E+01
  0.11256952E+01 -0.44106835E+01
  0.11313805E+01 -0.44110265E+01
  0.11370659E+01 -0.44111408E+01
